cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
Moura;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;São Paulo;Santana;;;;;
São Paulo;Butantã;São Paulo;Ipiranga;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Penha;;;;;
São Paulo;República;São Paulo;Vila Prudente;;;;;
São Paulo;Penha;São Paulo;Tucuruvi;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
Vieira;Santana;Não informado;Não informado;;;;;
Ribeirão Pires;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
Ribeirão Pires;Consolação;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;República;;;;;
São Paulo;Tatuapé;São Paulo;Santana;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
Ribeirão Pires;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Itaquera;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
Itapevi;Santo Amaro;São Paulo;Consolação;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Santana;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Tatuapé;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
Peixoto de Alves;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Pinheiros;;;;;
São Paulo;Casa Verde;São Paulo;Butantã;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Casa Verde;;;;;
São Paulo;Casa Verde;São Paulo;Santana;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;São Paulo;Penha;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
Diadema;Consolação;Não informado;Não informado;;;;;
Ribeirão Pires;Higienópolis;São Paulo;República;;;;;
São Paulo;Vila Prudente;São Paulo;Penha;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
Itapevi;Pinheiros;Não informado;Não informado;;;;;
Santo André;República;São Paulo;Santana;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Butantã;São Paulo;Penha;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;República;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Limão;São Paulo;Bela Vista;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Limão;São Paulo;Itaquera;;;;;
São Paulo;Vila Prudente;São Paulo;Casa Verde;;;;;
São Paulo;Butantã;São Paulo;Limão;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
Nascimento;Itaquera;São Paulo;Jabaquara;;;;;
São Paulo;Itaquera;São Paulo;Ipiranga;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
Rodrigues;Lapa;São Paulo;Tatuapé;;;;;
São Paulo;Casa Verde;São Paulo;Tucuruvi;;;;;
São Paulo;Campo Limpo;São Paulo;Vila Prudente;;;;;
São Paulo;Bela Vista;São Paulo;Santana;;;;;
São Paulo;Santo Amaro;São Paulo;Limão;;;;;
São Paulo;Pinheiros;São Paulo;Penha;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Itaquera;;;;;
São Paulo;Higienópolis;São Paulo;Santana;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
São Caetano;Consolação;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;São Paulo;Perdizes;;;;;
Moura;Bela Vista;São Paulo;Casa Verde;;;;;
São Paulo;Perdizes;São Paulo;Ipiranga;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
Fernandes;Santana;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Bela Vista;São Paulo;Casa Verde;;;;;
Dias;República;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
Ribeirão Pires;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Casa Verde;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
Souza dos Dourados;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;São Paulo;Limão;;;;;
Suzano;Sé;São Paulo;República;;;;;
Diadema;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Sé;;;;;
Farias;República;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;República;;;;;
São Paulo;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Jabaquara;;;;;
São Paulo;Vila Prudente;São Paulo;Lapa;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Diadema;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
Ribeirão Pires;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Santana;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Consolação;;;;;
Rezende;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Sé;;;;;
Suzano;Butantã;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;São Paulo;Butantã;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Itaquera;;;;;
Ribeirão Pires;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Tucuruvi;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Lopes;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Novaes;Campo Limpo;São Paulo;Casa Verde;;;;;
São Paulo;Bela Vista;São Paulo;Limão;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
Ribeirão Pires;Lapa;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
Diadema;Bela Vista;São Paulo;Sé;;;;;
Mauá;Campo Limpo;São Paulo;Perdizes;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;República;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
São Paulo;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Casa Verde;São Paulo;Tatuapé;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Ipiranga;;;;;
São Paulo;Tucuruvi;São Paulo;Jabaquara;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Tatuapé;São Paulo;República;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Tatuapé;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Penha;;;;;
São Paulo;Santana;São Paulo;Tatuapé;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
Ribeiro;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Santana;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Penha;;;;;
São Paulo;Casa Verde;São Paulo;Casa Verde;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Casa Verde;;;;;
São Paulo;Limão;São Paulo;Ipiranga;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
Itapevi;República;São Paulo;Campo Limpo;;;;;
São Paulo;Santo Amaro;São Paulo;Lapa;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;São Paulo;República;;;;;
São Paulo;Vila Prudente;São Paulo;Consolação;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Tucuruvi;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;São Paulo;Higienópolis;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Lapa;;;;;
São Paulo;Casa Verde;São Paulo;Lapa;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Tucuruvi;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Consolação;;;;;
São Paulo;Casa Verde;São Paulo;Butantã;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Higienópolis;São Paulo;Itaquera;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
Diadema;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Penha;São Paulo;Butantã;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Penha;;;;;
Santo André;Jabaquara;São Paulo;Casa Verde;;;;;
São Paulo;Pinheiros;São Paulo;Santana;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
Santo André;Perdizes;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
Osasco;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Bela Vista;São Paulo;Casa Verde;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Limão;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Limão;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Tucuruvi;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Santana;;;;;
Diadema;Limão;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Tatuapé;;;;;
Fernandes;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Santo Amaro;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Ipiranga;São Paulo;Penha;;;;;
São Paulo;Santana;São Paulo;Casa Verde;;;;;
São Paulo;Penha;São Paulo;República;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Ipiranga;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
Santo André;Consolação;Não informado;Não informado;;;;;
São Bernardo;Itaquera;São Paulo;Pinheiros;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
Diadema;Consolação;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Santana;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Casa Verde;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Penha;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;República;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Campo Limpo;;;;;
São Paulo;Lapa;São Paulo;Penha;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Penha;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Penha;São Paulo;Itaquera;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Vila Prudente;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Higienópolis;;;;;
