data;nome_estabelecimento;bairro_estabelecimento;categoria_estabelecimento;tipo_cupom;valor_cupom;repasse_picmoney
28/07/2025;Açaí no Ponto;Casa Verde;Lojas de Moda Urbana e Alternativa;Produto;534.58;17.38
17/07/2025;Casas Bahia;Vila Prudente;Lojas de Móveis e Decoração;Desconto;748.56;181.75
07/07/2025;Casas Bahia;Tucuruvi;Clínicas Médicas e Laboratórios;Produto;446.92;9.9
13/07/2025;Selfit;Santo Amaro;Espaços Culturais e de Experiência Interativa;Cashback;666.01;33.3
21/07/2025;Droga Raia;Santo Amaro;Lojas de Roupas e Calçados;Produto;738.58;13.87
06/07/2025;Selfit;Tatuapé;Espaços Culturais e de Experiência Interativa;Cashback;795.42;39.77
09/07/2025;Octavio Café;Vila Prudente;Clínicas Médicas e Laboratórios;Desconto;601.15;171.04
31/07/2025;Habib's;Lapa;Bancos, Agências e Correspondentes;Desconto;908.53;102.62
28/07/2025;Fleury;Higienópolis;Postos de Combustível e Serviços Automotivos;Desconto;548.97;185.91
21/07/2025;Drogaria São Paulo;Santana;Farmácias e Drogarias;Cashback;314.96;15.75
17/07/2025;Forever 21;Jabaquara;Lojas de Roupas e Calçados;Desconto;376.99;123.77
31/07/2025;Drogasil;Campo Limpo;Farmácias e Drogarias;Cashback;655.97;32.8
31/07/2025;Subway;Jabaquara;Papelarias, Livrarias e Lojas de Escritório;Cashback;751.34;37.57
03/07/2025;Smart Fit;Butantã;Coworkings e Centros de Estudo/Conexão;Cashback;431.12;21.56
29/07/2025;Extra;Santo Amaro;Supermercados e Mercados Express;Produto;577.8;24.86
20/07/2025;Subway;Higienópolis;Calçados Confortáveis e Ortopédicos;Cashback;138.83;6.94
11/07/2025;Lavoisier;Sé;Coworkings e Centros de Estudo/Conexão;Cashback;698.1;34.91
16/07/2025;Drogaria São Paulo;Sé;Farmácias e Drogarias;Desconto;530.95;54.32
04/07/2025;Magazine Luiza;Vila Prudente;Coworkings e Centros de Estudo/Conexão;Produto;639;28.56
29/07/2025;Ráscal;Itaquera;Calçados Confortáveis e Ortopédicos;Cashback;697.75;34.89
31/07/2025;Burger King;Bela Vista;Lojas de Moda Urbana e Alternativa;Cashback;226.75;11.34
12/07/2025;Forever 21;Butantã;Fisioterapia e Terapias Complementares;Produto;235.36;3.93
31/07/2025;Extra;Ipiranga;Supermercados e Mercados Express;Cashback;479.21;23.96
31/07/2025;Forever 21;Perdizes;Lojas de Roupas e Sneakers;Desconto;217.89;48.07
17/07/2025;Sesc Paulista;Santana;Clubes e Centros de Convivência;Cashback;308.11;15.41
10/07/2025;McDonald's;Casa Verde;Restaurantes com comida caseira;Produto;376.48;22.2
13/07/2025;Riachuelo;Pinheiros;Clínicas Médicas e Laboratórios;Cashback;570.21;28.51
19/07/2025;Drogaria São Paulo;Campo Limpo;Clínicas Médicas e Laboratórios;Cashback;101.65;5.08
10/07/2025;Drogasil;Santo Amaro;Clínicas Médicas e Laboratórios;Desconto;266.42;100.72
02/07/2025;Madero;Higienópolis;Lojas de Moda Urbana e Alternativa;Cashback;994.77;49.74
09/07/2025;Churrascaria Boi Preto;Penha;Barbearias/Salões com estética jovem;Produto;422.84;8.03
14/07/2025;Sabin;Higienópolis;Clínicas de Saúde e Bem-estar;Produto;739.38;9.05
25/07/2025;Café Cultura;Jabaquara;Produtos Naturais e Fitoterápicos;Cashback;716.04;35.8
01/07/2025;Just Run;Campo Limpo;Academias e Studios Fitness;Cashback;214.95;10.75
30/07/2025;Ráscal;Itaquera;Lojas de Roupas e Calçados;Produto;197.04;2.79
29/07/2025;Casas Bahia;Santo Amaro;Papelarias, Livrarias e Lojas de Escritório;Desconto;899.82;280.01
23/07/2025;Drogasil;Jabaquara;Barbearias/Salões com estética jovem;Cashback;377.2;18.86
06/07/2025;Smart Fit;Higienópolis;Calçados Confortáveis e Ortopédicos;Desconto;898.88;403.69
29/07/2025;Casas Bahia;Jabaquara;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;922.03;19.51
04/07/2025;Droga Raia;Casa Verde;Bancos, Agências e Correspondentes;Cashback;179.41;8.97
10/07/2025;Smart Fit;Butantã;Academias e Studios Fitness;Produto;457.38;5.46
03/07/2025;Madero;Sé;Lojas de Móveis e Decoração;Desconto;318.55;55.57
01/07/2025;Churrascaria Boi Preto;Sé;Supermercados de Bairro e Mercadinhos;Produto;385.59;10.33
21/07/2025;Smart Fit;Penha;Postos de Combustível e Serviços Automotivos;Produto;298.03;14.77
09/07/2025;Smart Fit;Consolação;Bancos, Agências e Correspondentes;Cashback;197.93;9.9
02/07/2025;Drogaria São Paulo;Vila Prudente;Barbearias/Salões com estética jovem;Produto;626.06;33.74
23/07/2025;Ráscal;Itaquera;Espaços Culturais e de Experiência Interativa;Cashback;194.47;9.72
11/07/2025;Ráscal;Casa Verde;Restaurantes com comida caseira;Produto;573.75;34.29
28/07/2025;Churrascaria Boi Preto;Tucuruvi;Calçados Confortáveis e Ortopédicos;Desconto;847.21;238.4
01/07/2025;Burger King;Jabaquara;Lanchonetes e Fast-Food;Produto;519.88;14.79
10/07/2025;Magazine Luiza;Tucuruvi;Bancos e Casas Lotéricas;Produto;589.31;27.32
31/07/2025;Carrefour Express;Sé;Calçados Confortáveis e Ortopédicos;Produto;224.22;9.98
06/07/2025;Lavoisier;Consolação;Lojas de Roupas e Calçados;Cashback;551.49;27.57
15/07/2025;Ráscal;Pinheiros;Restaurantes e Gastronomia;Desconto;602.71;60.38
30/07/2025;Subway;Campo Limpo;Papelarias, Livrarias e Lojas de Escritório;Desconto;978.71;323.5
26/07/2025;Just Run;Ipiranga;Produtos Naturais e Fitoterápicos;Produto;999.96;53.54
17/07/2025;Just Run;Santo Amaro;Cinema e Streaming Experience Stores;Produto;497.55;5.21
01/07/2025;Just Run;Santana;Lojas de Móveis e Decoração;Cashback;407.19;20.36
09/07/2025;Madero;Sé;Cinema e Streaming Experience Stores;Cashback;432.18;21.61
05/07/2025;Starbucks;Consolação;Cafeterias e Bistrôs Modernos;Desconto;505.71;97.29
18/07/2025;Extra;Perdizes;Fisioterapia e Terapias Complementares;Produto;348.18;6.95
14/07/2025;Casas Bahia;Campo Limpo;Calçados Confortáveis e Ortopédicos;Desconto;826.18;341.48
30/07/2025;Drogaria São Paulo;Consolação;Cinema e Streaming Experience Stores;Desconto;601.11;135.54
15/07/2025;Starbucks;Tucuruvi;Cafeterias e Bistrôs Modernos;Desconto;973.97;394.45
04/07/2025;McDonald's;Butantã;Lanchonetes e Fast-Food;Cashback;330.66;16.53
10/07/2025;Smart Fit;Lapa;Lojas de Móveis e Decoração;Cashback;569.45;28.47
09/07/2025;Casas Bahia;Ipiranga;Lojas de Moda Urbana e Alternativa;Cashback;859.82;42.99
16/07/2025;Pão de Açúcar;Perdizes;Supermercados e Mercados Express;Desconto;996.63;110.61
29/07/2025;Lavoisier;Sé;Clínicas de Saúde e Bem-estar;Cashback;437.16;21.86
23/07/2025;Drogasil;Limão;Calçados Confortáveis e Ortopédicos;Cashback;323.92;16.2
04/07/2025;Octavio Café;Sé;Calçados Confortáveis e Ortopédicos;Cashback;269.31;13.47
31/07/2025;Extra;Butantã;Supermercados e Mercados Express;Produto;424.63;20.21
01/07/2025;Outback;Limão;Produtos Naturais e Fitoterápicos;Cashback;564.93;28.25
19/07/2025;Smart Fit;República;Restaurantes com comida caseira;Produto;817.23;30.55
28/07/2025;Ponto;Higienópolis;Igrejas e Lojas de Artigos Religiosos;Cashback;442.68;22.13
23/07/2025;Burger King;Casa Verde;Lojas de Eletrônicos e Games;Desconto;690.42;329.36
30/07/2025;Ponto;Higienópolis;Calçados Confortáveis e Ortopédicos;Desconto;493.94;68.13
09/07/2025;Fleury;Vila Prudente;Clínicas de Saúde e Bem-estar;Desconto;205.52;50.32
22/07/2025;Clube Pinheiros;Tucuruvi;Clubes e Centros de Convivência;Desconto;178.94;49.65
26/07/2025;Outback;Lapa;Clínicas Médicas e Laboratórios;Desconto;331.11;44.58
31/07/2025;Pão de Açúcar;República;Supermercados e Mercados Express;Cashback;239.68;11.98
15/07/2025;Droga Raia;Tatuapé;Igrejas e Lojas de Artigos Religiosos;Cashback;901.97;45.1
02/07/2025;Carrefour Express;Itaquera;Clínicas Médicas e Laboratórios;Desconto;384.24;158.7
13/07/2025;Pão de Açúcar;Ipiranga;Supermercados e Mercados Express;Desconto;490.08;155.28
24/07/2025;Sesc Carmo;Vila Prudente;Lojas de Eletrônicos e Games;Produto;273.68;6.15
02/07/2025;Drogaria São Paulo;Vila Prudente;Igrejas e Lojas de Artigos Religiosos;Cashback;685.67;34.28
22/07/2025;Drogaria São Paulo;Perdizes;Farmácias e Drogarias;Desconto;658.91;227.97
29/07/2025;Clube Pinheiros;Casa Verde;Restaurantes com comida caseira;Produto;701.62;28.49
22/07/2025;Octavio Café;Lapa;Calçados Confortáveis e Ortopédicos;Produto;791;37.51
03/07/2025;Drogasil;Pinheiros;Igrejas e Lojas de Artigos Religiosos;Produto;625.66;33.54
21/07/2025;Lavoisier;Ipiranga;Clínicas de Saúde e Bem-estar;Cashback;892.79;44.64
16/07/2025;Riachuelo;Pinheiros;Lojas de Moda Urbana e Alternativa;Desconto;733.24;179.12
10/07/2025;Sesc Carmo;Perdizes;Clubes e Centros de Convivência;Produto;127.03;5.79
20/07/2025;Churrascaria Boi Preto;Santo Amaro;Cinema e Streaming Experience Stores;Cashback;512.78;25.64
18/07/2025;Sabin;Campo Limpo;Lojas de Eletrônicos e Games;Desconto;188.14;23.59
08/07/2025;Extra;Ipiranga;Igrejas e Lojas de Artigos Religiosos;Desconto;166.09;35.63
01/07/2025;Churrascaria Boi Preto;Consolação;Postos de Combustível e Serviços Automotivos;Cashback;512.07;25.6
08/07/2025;Lavoisier;Itaquera;Lojas de Roupas e Calçados;Cashback;150.35;7.52
21/07/2025;Ráscal;Higienópolis;Restaurantes e Gastronomia;Produto;418.27;15.17
19/07/2025;McDonald's;Pinheiros;Espaços Culturais e de Experiência Interativa;Desconto;379.98;50.69
15/07/2025;Droga Raia;Sé;Igrejas e Lojas de Artigos Religiosos;Cashback;289.3;14.47
17/07/2025;Starbucks;Perdizes;Cafeterias e Bistrôs Modernos;Desconto;407.89;107.64
07/07/2025;Octavio Café;Consolação;Cafeterias e Bistrôs Modernos;Produto;397.65;19.4
27/07/2025;Forever 21;Tatuapé;Bancos e Casas Lotéricas;Desconto;815.93;222.66
11/07/2025;Pão de Açúcar;Penha;Lojas de Moda Urbana e Alternativa;Produto;959.44;21.53
02/07/2025;Ráscal;Tucuruvi;Clínicas Médicas e Laboratórios;Desconto;474.63;146.75
16/07/2025;Pão de Açúcar;Itaquera;Lojas de Móveis e Decoração;Desconto;524.29;150.25
07/07/2025;Starbucks;Lapa;Lojas de Móveis e Decoração;Produto;889.72;36.34
10/07/2025;Fleury;Ipiranga;Supermercados de Bairro e Mercadinhos;Cashback;487.13;24.36
18/07/2025;Burger King;Itaquera;Restaurantes com comida caseira;Produto;766.5;30.52
16/07/2025;Carrefour Express;Casa Verde;Supermercados e Mercados Express;Produto;617.14;27.02
23/07/2025;Selfit;Santo Amaro;Postos de Combustível e Serviços Automotivos;Desconto;467.27;56.55
15/07/2025;Riachuelo;Consolação;Lojas de Moda Urbana e Alternativa;Cashback;878.05;43.9
31/07/2025;Ponto;Consolação;Bancos, Agências e Correspondentes;Cashback;667.72;33.39
25/07/2025;Pão de Açúcar;Penha;Supermercados e Mercados Express;Produto;314.84;4.93
13/07/2025;Carrefour Express;Tatuapé;Supermercados de Bairro e Mercadinhos;Desconto;352.3;145.83
02/07/2025;Casas Bahia;Jabaquara;Espaços Culturais e de Experiência Interativa;Produto;493.4;10.89
13/07/2025;Carrefour Express;Campo Limpo;Cinema e Streaming Experience Stores;Cashback;759.18;37.96
14/07/2025;Drogaria São Paulo;Itaquera;Farmácias e Drogarias;Desconto;512.14;95.99
21/07/2025;Extra;Perdizes;Supermercados e Mercados Express;Cashback;754.17;37.71
06/07/2025;Lavoisier;Bela Vista;Lojas de Móveis e Decoração;Desconto;535.78;235.86
17/07/2025;Starbucks;Vila Prudente;Bancos e Casas Lotéricas;Produto;468.42;27.19
16/07/2025;Subway;Consolação;Cinema e Streaming Experience Stores;Cashback;390.13;19.51
28/07/2025;Extra;Casa Verde;Supermercados e Mercados Express;Desconto;746.91;285.34
23/07/2025;Burger King;Limão;Supermercados de Bairro e Mercadinhos;Produto;273.74;4.5
04/07/2025;Renner;Lapa;Lojas de Roupas e Sneakers;Cashback;549.18;27.46
28/07/2025;Café Cultura;Casa Verde;Cafeterias e Bistrôs Modernos;Cashback;817.82;40.89
12/07/2025;Outback;Limão;Fisioterapia e Terapias Complementares;Produto;430.75;18.26
31/07/2025;Drogasil;Ipiranga;Supermercados de Bairro e Mercadinhos;Cashback;434.61;21.73
05/07/2025;Extra;Jabaquara;Supermercados e Mercados Express;Desconto;319.56;153.51
12/07/2025;Ponto;Tucuruvi;Supermercados de Bairro e Mercadinhos;Desconto;874.03;359.27
07/07/2025;Starbucks;Higienópolis;Supermercados de Bairro e Mercadinhos;Cashback;326.69;16.33
15/07/2025;Subway;Casa Verde;Cinema e Streaming Experience Stores;Cashback;213.21;10.66
26/07/2025;McDonald's;Pinheiros;Espaços Culturais e de Experiência Interativa;Produto;336.77;15.34
02/07/2025;Sesc Carmo;Itaquera;Cinema e Streaming Experience Stores;Produto;960.02;14.93
15/07/2025;Drogasil;Perdizes;Produtos Naturais e Fitoterápicos;Cashback;872.37;43.62
06/07/2025;Droga Raia;Tatuapé;Lojas de Moda Urbana e Alternativa;Desconto;725.17;167.73
25/07/2025;Forever 21;Limão;Lojas de Moda Urbana e Alternativa;Produto;558.25;24.65
18/07/2025;Starbucks;Itaquera;Cafeterias e Bistrôs Modernos;Produto;366.11;6.08
28/07/2025;Sesc Carmo;Ipiranga;Clubes e Centros de Convivência;Cashback;658.84;32.94
17/07/2025;Droga Raia;Penha;Farmácias e Drogarias;Desconto;184.66;52.99
09/07/2025;Outback;Higienópolis;Supermercados de Bairro e Mercadinhos;Cashback;137.19;6.86
27/07/2025;Selfit;Santo Amaro;Coworkings e Centros de Estudo/Conexão;Desconto;571.86;116.15
26/07/2025;Churrascaria Boi Preto;Tucuruvi;Lojas de Roupas e Calçados;Desconto;818.47;216.91
20/07/2025;Octavio Café;Perdizes;Cafeterias e Bistrôs Modernos;Produto;157.82;2.31
03/07/2025;Carrefour Express;Consolação;Lojas de Roupas e Calçados;Cashback;485.09;24.25
02/07/2025;Extra;Itaquera;Lojas de Eletrônicos e Games;Desconto;512.03;180.97
31/07/2025;Extra;Tatuapé;Supermercados e Mercados Express;Cashback;227.07;11.35
20/07/2025;Extra;Bela Vista;Lojas de Móveis e Decoração;Desconto;880.26;101.9
27/07/2025;Burger King;Lapa;Postos de Combustível e Serviços Automotivos;Produto;404.44;21.98
26/07/2025;Just Run;Sé;Academias e Studios Fitness;Produto;220.02;8.57
01/07/2025;Starbucks;Higienópolis;Produtos Naturais e Fitoterápicos;Cashback;161.7;8.08
11/07/2025;Lavoisier;Tucuruvi;Lojas de Eletrônicos e Games;Produto;719.39;21.93
27/07/2025;Burger King;Pinheiros;Barbearias/Salões com estética jovem;Cashback;862.36;43.12
01/07/2025;Açaí no Ponto;República;Coworkings e Centros de Estudo/Conexão;Produto;973.57;51.82
31/07/2025;Droga Raia;República;Farmácias e Drogarias;Produto;617.36;16.71
31/07/2025;Smart Fit;República;Academias e Studios Fitness;Cashback;903.33;45.17
30/07/2025;Fleury;Limão;Papelarias, Livrarias e Lojas de Escritório;Desconto;214.42;45.36
05/07/2025;Casas Bahia;Casa Verde;Igrejas e Lojas de Artigos Religiosos;Produto;570.66;18.55
05/07/2025;Just Run;República;Academias e Studios Fitness;Cashback;415.42;20.77
06/07/2025;Renner;Itaquera;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;646.44;32.32
12/07/2025;Outback;Itaquera;Calçados Confortáveis e Ortopédicos;Produto;605.53;25.09
27/07/2025;Selfit;Santo Amaro;Lojas de Eletrônicos e Games;Produto;738.74;10.49
05/07/2025;Pão de Açúcar;Pinheiros;Supermercados e Mercados Express;Cashback;161.58;8.08
05/07/2025;Octavio Café;Bela Vista;Coworkings e Centros de Estudo/Conexão;Cashback;395.14;19.76
22/07/2025;Outback;Ipiranga;Supermercados de Bairro e Mercadinhos;Produto;526.52;15.02
04/07/2025;Selfit;Campo Limpo;Academias e Studios Fitness;Produto;552.12;10.59
15/07/2025;Madero;Jabaquara;Restaurantes e Gastronomia;Desconto;959.56;216.97
17/07/2025;Starbucks;Bela Vista;Igrejas e Lojas de Artigos Religiosos;Cashback;865.16;43.26
17/07/2025;Drogasil;Itaquera;Farmácias e Drogarias;Desconto;735.71;200.01
19/07/2025;Forever 21;Bela Vista;Clínicas Médicas e Laboratórios;Cashback;252.66;12.63
22/07/2025;Clube Pinheiros;Bela Vista;Cinema e Streaming Experience Stores;Produto;996.4;45.68
03/07/2025;Ráscal;República;Bancos e Casas Lotéricas;Desconto;983.85;225.75
24/07/2025;Outback;Perdizes;Clínicas Médicas e Laboratórios;Cashback;403.83;20.19
01/07/2025;Pão de Açúcar;República;Postos de Combustível e Serviços Automotivos;Cashback;876.89;43.84
31/07/2025;Café Cultura;Pinheiros;Cinema e Streaming Experience Stores;Produto;843.38;17.51
02/07/2025;Selfit;Consolação;Lojas de Moda Urbana e Alternativa;Produto;337.73;11.79
23/07/2025;Habib's;Tucuruvi;Espaços Culturais e de Experiência Interativa;Desconto;121.83;15.67
26/07/2025;Smart Fit;Bela Vista;Produtos Naturais e Fitoterápicos;Cashback;667.35;33.37
14/07/2025;Magazine Luiza;Lapa;Cinema e Streaming Experience Stores;Produto;415.7;24.08
16/07/2025;Carrefour Express;Casa Verde;Supermercados e Mercados Express;Cashback;146.54;7.33
14/07/2025;Lavoisier;Penha;Supermercados de Bairro e Mercadinhos;Cashback;823.3;41.16
12/07/2025;Just Run;Perdizes;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;419.44;11.41
05/07/2025;Sesc Carmo;Jabaquara;Postos de Combustível e Serviços Automotivos;Cashback;921.7;46.09
30/07/2025;Octavio Café;Consolação;Produtos Naturais e Fitoterápicos;Cashback;662.89;33.14
31/07/2025;Renner;Sé;Lojas de Roupas e Sneakers;Desconto;142.2;18.89
27/07/2025;Carrefour Express;Penha;Supermercados e Mercados Express;Cashback;132.76;6.64
10/07/2025;Café Cultura;Limão;Cafeterias e Bistrôs Modernos;Produto;360.48;10.46
10/07/2025;Drogaria São Paulo;Consolação;Farmácias e Drogarias;Produto;432.02;9.25
15/07/2025;Fleury;Vila Prudente;Produtos Naturais e Fitoterápicos;Desconto;613.56;189.01
25/07/2025;Madero;Jabaquara;Coworkings e Centros de Estudo/Conexão;Cashback;944.83;47.24
21/07/2025;Sabin;Higienópolis;Bancos, Agências e Correspondentes;Produto;127.69;5.6
23/07/2025;Riachuelo;Butantã;Lojas de Roupas e Sneakers;Produto;482.13;14
29/07/2025;Riachuelo;Vila Prudente;Barbearias/Salões com estética jovem;Produto;641.71;35.53
14/07/2025;Starbucks;Jabaquara;Fisioterapia e Terapias Complementares;Desconto;335.48;63.55
03/07/2025;Drogaria São Paulo;Casa Verde;Farmácias e Drogarias;Cashback;154.13;7.71
23/07/2025;Burger King;Santana;Calçados Confortáveis e Ortopédicos;Produto;917.84;14.54
04/07/2025;Sabin;Itaquera;Clínicas de Saúde e Bem-estar;Produto;795.13;41.19
06/07/2025;Pão de Açúcar;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;836.36;23.37
19/07/2025;Selfit;Itaquera;Papelarias, Livrarias e Lojas de Escritório;Desconto;774.14;185.81
05/07/2025;Starbucks;Butantã;Produtos Naturais e Fitoterápicos;Produto;793.22;40.73
06/07/2025;Forever 21;Sé;Barbearias/Salões com estética jovem;Desconto;341.51;45.5
15/07/2025;Açaí no Ponto;Penha;Bancos, Agências e Correspondentes;Desconto;708.02;349.97
16/07/2025;Octavio Café;Higienópolis;Fisioterapia e Terapias Complementares;Produto;688.34;19.59
16/07/2025;Sabin;Butantã;Clínicas de Saúde e Bem-estar;Desconto;712.18;348.93
06/07/2025;Açaí no Ponto;República;Postos de Combustível e Serviços Automotivos;Desconto;290.14;55.05
15/07/2025;McDonald's;Vila Prudente;Restaurantes com comida caseira;Cashback;188.25;9.41
24/07/2025;Drogaria São Paulo;Bela Vista;Farmácias e Drogarias;Desconto;128.4;27.61
04/07/2025;Drogaria São Paulo;Tatuapé;Farmácias e Drogarias;Desconto;777.47;387.08
11/07/2025;Clube Pinheiros;Consolação;Clubes e Centros de Convivência;Produto;726.61;34.47
09/07/2025;Clube Pinheiros;Vila Prudente;Clubes e Centros de Convivência;Desconto;768.92;238.45
22/07/2025;Octavio Café;Perdizes;Clínicas Médicas e Laboratórios;Desconto;461.16;162.38
20/07/2025;Drogasil;Jabaquara;Lojas de Eletrônicos e Games;Desconto;930.66;402.66
13/07/2025;Starbucks;Tucuruvi;Bancos, Agências e Correspondentes;Produto;769.46;25.83
16/07/2025;Lavoisier;Campo Limpo;Clínicas de Saúde e Bem-estar;Cashback;913.22;45.66
17/07/2025;Ráscal;Tucuruvi;Bancos, Agências e Correspondentes;Cashback;615.69;30.78
26/07/2025;Riachuelo;Butantã;Fisioterapia e Terapias Complementares;Cashback;555.8;27.79
20/07/2025;Burger King;Bela Vista;Postos de Combustível e Serviços Automotivos;Desconto;312.35;131.65
21/07/2025;Ponto;Tatuapé;Espaços Culturais e de Experiência Interativa;Desconto;389.32;167.34
22/07/2025;Madero;Tatuapé;Barbearias/Salões com estética jovem;Desconto;763.22;295.02
21/07/2025;Carrefour Express;Penha;Cinema e Streaming Experience Stores;Produto;158.7;3.14
10/07/2025;Habib's;Perdizes;Barbearias/Salões com estética jovem;Produto;935.87;29.4
